sku,name,slug,price,stock,category,image_url,product_url,pass_filter,filter_score,reason
010701012-T,Portapapel Higiénico Industrial Acero,portapapel-higienico-industrial-acero,33689,3,Accesorios,https://victtorino.cl/wp-content/uploads/2026/03/portapapel-higienico-industrial-acero-victtorino-chile.webp,https://victtorino.cl/producto/portapapel-higienico-industrial-acero/,True,3,precio_ok(33689) | foto_ok | margen_estimado(35%_revisar) | stock_bajo(3) | cat_no_aspiracional(Accesorios)
010701008-T,Dispensador Jabon Lavaplatos Cuerpo Metálico,dispensador-jabon-lavaplatos-cuerpo-metalico,33611,0,Dispensador,https://victtorino.cl/wp-content/uploads/2026/03/Dispensador-Jabon-Lavaplatos-Cuerpo-Metalico-1.webp,https://victtorino.cl/producto/dispensador-jabon-lavaplatos-cuerpo-metalico/,False,3,BLOQUEADO_STOCK_0 | precio_ok(33611) | foto_ok | margen_estimado(35%_revisar) | stock_bajo(0) | cat_no_aspiracional(Dispensador)
,Servicio de Instalación (Solo RM y V Región),servicio-instalacion-rm-v-region,29738,0,Instalación LiLi,https://victtorino.cl/wp-content/uploads/2026/05/service-1764448871066.png,https://victtorino.cl/producto/servicio-instalacion-rm-v-region/,False,3,BLOQUEADO_STOCK_0 | precio_ok(29738) | foto_ok | margen_estimado(35%_revisar) | stock_bajo(0) | cat_no_aspiracional(Instalación LiLi)
010701005-T,Porta Toalla Repisa 60 cm Al Muro,porta-toalla-repisa-60-cm-al-muro,26947,4,Accesorios,https://victtorino.cl/wp-content/uploads/2026/03/porta-toalla-repisa-60-cm-al-muro-victtorino-chile.webp,https://victtorino.cl/producto/porta-toalla-repisa-60-cm-al-muro/,True,3,precio_ok(26947) | foto_ok | margen_estimado(35%_revisar) | stock_bajo(4) | cat_no_aspiracional(Accesorios)
020201003-T,Bandeja Lavaplatos Hannover,bandeja-lavaplatos-hannover,25075,0,Accesorios,https://victtorino.cl/wp-content/uploads/2026/03/bandeja-lavaplatos-hannover-chile-01.webp,https://victtorino.cl/producto/bandeja-lavaplatos-hannover/,False,3,BLOQUEADO_STOCK_0 | precio_ok(25075) | foto_ok | margen_estimado(35%_revisar) | stock_bajo(0) | cat_no_aspiracional(Accesorios)
020101019-T,Pack Lavaplatos 37x32 + Llave Lavacopa Inox,pack-lavaplatos-37x32-llave-lavacopa-inox,24936,4,Lavaplatos,,https://victtorino.cl/producto/pack-lavaplatos-37x32-llave-lavacopa-inox/,True,3,precio_ok(24936) | cat_aspiracional(Lavaplatos) | margen_estimado(47%_revisar) | stock_bajo(4) | sin_foto
040201012-T,Combinación Lavaplato En V Vander,combinacion-lavaplato-en-v-vander,20148,1,Accesorios,https://victtorino.cl/wp-content/uploads/2026/03/combinacion-lavaplato-en-v-vander-muy-mejor-victtorino-chile.webp,https://victtorino.cl/producto/combinacion-lavaplato-en-v-vander/,True,3,precio_ok(20148) | foto_ok | margen_estimado(35%_revisar) | stock_bajo(1) | cat_no_aspiracional(Accesorios)
040302001-T,Urinario sin Válvula de Corte,urinario-sin-valvula-de-corte,19643,8,Accesorios,https://victtorino.cl/wp-content/uploads/2026/03/Urinario-sin-Valvula-de-Corte-1.webp,https://victtorino.cl/producto/urinario-sin-valvula-de-corte/,True,3,stock_ok(8) | foto_ok | margen_estimado(35%_revisar) | precio_fuera_rango(19643) | cat_no_aspiracional(Accesorios)
010102001-T,Barra De Seguridad 135° Con Jabonera,barra-de-seguridad-135-con-jabonera,18473,6,Accesorios,https://victtorino.cl/wp-content/uploads/2026/03/barra-de-seguridad-wc-135-con-jabonera-victtorino-chile.webp,https://victtorino.cl/producto/barra-de-seguridad-135-con-jabonera/,True,3,stock_ok(6) | foto_ok | margen_estimado(35%_revisar) | precio_fuera_rango(18473) | cat_no_aspiracional(Accesorios)
040101001-C,Válvula Desvío Diverter 3 Vías 1/2 x 3/4 – Control de Flujo Preciso y Eficiente,valvula-desvio-diverter-3-vias-1-2-x-3-4-control-de-flujo-preciso-y-eficiente,17705,270,Accesorios,https://victtorino.cl/wp-content/uploads/2026/03/valvula-desvio-diverter-3-vias-12-x-34-victtorino-chile-1.webp,https://victtorino.cl/producto/valvula-desvio-diverter-3-vias-1-2-x-3-4-control-de-flujo-preciso-y-eficiente/,True,3,stock_ok(270) | foto_ok | margen_estimado(35%_revisar) | precio_fuera_rango(17705) | cat_no_aspiracional(Accesorios)
010301004-T,Kit Estanque Wc,kit-estanque-wc,14811,5,Accesorios,https://victtorino.cl/wp-content/uploads/2026/03/kit-estanque-wc-victtorino-chile.webp,https://victtorino.cl/producto/kit-estanque-wc/,True,3,stock_ok(5) | foto_ok | margen_estimado(35%_revisar) | precio_fuera_rango(14811) | cat_no_aspiracional(Accesorios)
020201005-T,Bandeja Canasto Esquinero Baño,bandeja-canasto-esquinero-bano,14501,9,Accesorios,https://victtorino.cl/wp-content/uploads/2026/03/bandeja-canasto-esquinero-victtorino-chile-01.webp,https://victtorino.cl/producto/bandeja-canasto-esquinero-bano/,True,3,stock_ok(9) | foto_ok | margen_estimado(35%_revisar) | precio_fuera_rango(14501) | cat_no_aspiracional(Accesorios)
040202005-T,Llave Monomando Lavamanos Colomba,llave-monomando-lavamanos-colomba,13934,3,Griferia,https://victtorino.cl/wp-content/uploads/2026/03/monomando-lavamanos-lavatorio-colomba-victtorino-chile.webp,https://victtorino.cl/producto/llave-monomando-lavamanos-colomba/,True,3,foto_ok | cat_aspiracional(Griferia) | margen_estimado(47%_revisar) | precio_fuera_rango(13934) | stock_bajo(3)
020103006-T,Llave Lavacopas Inoxidable,llave-lavacopas-inoxidable,11370,3,Griferia,https://victtorino.cl/wp-content/uploads/2026/03/Llave-Lavacopas-Inoxidable-1.webp,https://victtorino.cl/producto/llave-lavacopas-inoxidable/,True,3,foto_ok | cat_aspiracional(Griferia) | margen_estimado(47%_revisar) | precio_fuera_rango(11370) | stock_bajo(3)
010102005-T,Barra De Seguridad Recta 40 cm,barra-de-seguridad-recta-40-cm,11297,6,Accesorios,https://victtorino.cl/wp-content/uploads/2026/03/barra-seguridad-recta-30-40-y-60-cm-victtorino-chile.webp,https://victtorino.cl/producto/barra-de-seguridad-recta-40-cm/,True,3,stock_ok(6) | foto_ok | margen_estimado(35%_revisar) | precio_fuera_rango(11297) | cat_no_aspiracional(Accesorios)
020301001-T,Llave Lavadero Con Flange He He 1/2 3/4,llave-lavadero-con-flange-he-he-1-2-3-4,10941,4,Griferia,https://victtorino.cl/wp-content/uploads/2026/03/llave-lavadero-con-flange-he-he-1-2-3-4-victtorino-chile.webp,https://victtorino.cl/producto/llave-lavadero-con-flange-he-he-1-2-3-4/,True,3,foto_ok | cat_aspiracional(Griferia) | margen_estimado(47%_revisar) | precio_fuera_rango(10941) | stock_bajo(4)
010103001-T,Brazo Ducha Entrada Flexible 30 cm,brazo-ducha-entrada-flexible-30-cm,10576,5,Accesorios,https://victtorino.cl/wp-content/uploads/2026/03/Brazo-Ducha-Entrada-Flexible-30-CM-2.webp,https://victtorino.cl/producto/brazo-ducha-entrada-flexible-30-cm/,True,3,stock_ok(5) | foto_ok | margen_estimado(35%_revisar) | precio_fuera_rango(10576) | cat_no_aspiracional(Accesorios)
010301003-T,Kit Wc De Anclaje Antifuga Con Admisión,kit-wc-de-anclaje-antifuga-con-admision,10399,9,Accesorios,https://victtorino.cl/wp-content/uploads/2026/03/kit-wc-anclaje-antifuga-admision-victtorino-chile.webp,https://victtorino.cl/producto/kit-wc-de-anclaje-antifuga-con-admision/,True,3,stock_ok(9) | foto_ok | margen_estimado(35%_revisar) | precio_fuera_rango(10399) | cat_no_aspiracional(Accesorios)
020203004-T,Sifón Económico Lavamanos 1 1/4,sifon-economico-lavamanos-1-1-4,7840,8,Accesorios,https://victtorino.cl/wp-content/uploads/2026/03/sifon-economico-lavamanos-1-1-4-victtorino-chile-01.webp,https://victtorino.cl/producto/sifon-economico-lavamanos-1-1-4/,True,3,stock_ok(8) | foto_ok | margen_estimado(35%_revisar) | precio_fuera_rango(7840) | cat_no_aspiracional(Accesorios)
030102004-T,Llave De Paso Para Gas Hi-He 1/2,llave-de-paso-para-gas-hi-he-1-2,5852,4,Griferia,https://victtorino.cl/wp-content/uploads/2026/03/llave-paso-gas-hi-he-1-2-victtorino-chile.webp,https://victtorino.cl/producto/llave-de-paso-para-gas-hi-he-1-2/,True,3,foto_ok | cat_aspiracional(Griferia) | margen_estimado(47%_revisar) | precio_fuera_rango(5852) | stock_bajo(4)
040501005-T,Flexible Para Llave Profesional,flexible-para-llave-profesional,5415,8,Accesorios,https://victtorino.cl/wp-content/uploads/2026/03/flexible-llave-profesional-victtorino-chile.webp,https://victtorino.cl/producto/flexible-para-llave-profesional/,True,3,stock_ok(8) | foto_ok | margen_estimado(35%_revisar) | precio_fuera_rango(5415) | cat_no_aspiracional(Accesorios)
010301015-T,Válvula De Carga Lateral,valvula-de-carga-lateral,5089,11,Accesorios,https://victtorino.cl/wp-content/uploads/2026/03/valvula-carga-lateral-wc-chile-01.webp,https://victtorino.cl/producto/valvula-de-carga-lateral/,True,3,stock_ok(11) | foto_ok | margen_estimado(35%_revisar) | precio_fuera_rango(5089) | cat_no_aspiracional(Accesorios)
020202008-T,Desagüe de Rebalse Flexible 3 1/2,desague-de-rebalse-flexible-3-1-2,4709,58,Accesorios,https://victtorino.cl/wp-content/uploads/2026/03/desague-rebalse-flexible-3-1-2-victtorino-chile-01.webp,https://victtorino.cl/producto/desague-de-rebalse-flexible-3-1-2/,True,3,stock_ok(58) | foto_ok | margen_estimado(35%_revisar) | precio_fuera_rango(4709) | cat_no_aspiracional(Accesorios)
010103002-T,Brazo Ducha Al Muro 30 cm,brazo-ducha-al-muro-30-cm,4588,7,Accesorios,https://victtorino.cl/wp-content/uploads/2026/03/brazo-ducha-al-muro-30-cm-victtorino-chile.webp,https://victtorino.cl/producto/brazo-ducha-al-muro-30-cm/,True,3,stock_ok(7) | foto_ok | margen_estimado(35%_revisar) | precio_fuera_rango(4588) | cat_no_aspiracional(Accesorios)
020203001-T,Sifón Lavaplatos 1 1/2 Tubo Plástico,sifon-lavaplatos-1-1-2-tubo-plastico,3925,5,Accesorios,https://victtorino.cl/wp-content/uploads/2026/03/Sifon-Lavaplatos-1-12-Tubo-Plastico-1.webp,https://victtorino.cl/producto/sifon-lavaplatos-1-1-2-tubo-plastico/,True,3,stock_ok(5) | foto_ok | margen_estimado(35%_revisar) | precio_fuera_rango(3925) | cat_no_aspiracional(Accesorios)
030101009-T,Manguera de Ducha Flexible Cromada 185 cm Inoxidable,manguera-de-ducha-flexible-cromada-185-cm-inoxidable,3830,6,Accesorios,https://victtorino.cl/wp-content/uploads/2026/03/manguera-ducha-flexible-cromada-185cm-inoxidable-chile-01.webp,https://victtorino.cl/producto/manguera-de-ducha-flexible-cromada-185-cm-inoxidable/,True,3,stock_ok(6) | foto_ok | margen_estimado(35%_revisar) | precio_fuera_rango(3830) | cat_no_aspiracional(Accesorios)
030101008-T,Manguera Entrada Agua Lavadora,manguera-entrada-agua-lavadora,3100,28,Accesorios,https://victtorino.cl/wp-content/uploads/2026/03/Manguera-Entrada-Agua-Lavadora-1.jpg,https://victtorino.cl/producto/manguera-entrada-agua-lavadora/,True,3,stock_ok(28) | foto_ok | margen_estimado(35%_revisar) | precio_fuera_rango(3100) | cat_no_aspiracional(Accesorios)
010205001-T,Sifón Lavamanos 1 1/4 Codo Plástico,sifon-lavamanos-1-1-4-codo-plastico,2780,7,Accesorios,https://victtorino.cl/wp-content/uploads/2026/03/sifon-lavatorio-1-1-4-codo-plastico-victtorino-chile.webp,https://victtorino.cl/producto/sifon-lavamanos-1-1-4-codo-plastico/,True,3,stock_ok(7) | foto_ok | margen_estimado(35%_revisar) | precio_fuera_rango(2780) | cat_no_aspiracional(Accesorios)
010105001-T,Ducha Fija Muro Difusor Plástico,ducha-fija-muro-difusor-plastico,2444,9,Accesorios,https://victtorino.cl/wp-content/uploads/2026/03/Ducha-Fija-Muro-Difusor-Plastico-1.webp,https://victtorino.cl/producto/ducha-fija-muro-difusor-plastico/,True,3,stock_ok(9) | foto_ok | margen_estimado(35%_revisar) | precio_fuera_rango(2444) | cat_no_aspiracional(Accesorios)
030102003-K,Toallas Interfoliadas Paquete 200 Unidades,toallas-interfoliadas-paquete-200-unidades,2219,172,Accesorios,https://victtorino.cl/wp-content/uploads/2026/03/toalla-interfoliada-200-unidades-victtorino-chile-1.webp,https://victtorino.cl/producto/toallas-interfoliadas-paquete-200-unidades/,True,3,stock_ok(172) | foto_ok | margen_estimado(35%_revisar) | precio_fuera_rango(2219) | cat_no_aspiracional(Accesorios)
030101004-T,Flexible de Agua Trenzada HE/HI 35 cm,flexible-de-agua-trenzada-he-hi-35-cm,2208,5,Accesorios,https://victtorino.cl/wp-content/uploads/2026/03/flexible-agua-trenzada-he-hi-35cm-victtorino-chile-01.webp,https://victtorino.cl/producto/flexible-de-agua-trenzada-he-hi-35-cm/,True,3,stock_ok(5) | foto_ok | margen_estimado(35%_revisar) | precio_fuera_rango(2208) | cat_no_aspiracional(Accesorios)
010301018-T,Sello Antifuga - Mirage,sello-antifuga-mirage,1570,5,Accesorios,https://victtorino.cl/wp-content/uploads/2026/03/sello-antifuga-para-wc-victtorino-chile.webp,https://victtorino.cl/producto/sello-antifuga-mirage/,True,3,stock_ok(5) | foto_ok | margen_estimado(35%_revisar) | precio_fuera_rango(1570) | cat_no_aspiracional(Accesorios)
020201001-T,Codo Para Lavaplatos Con Salida A Sifón,codo-para-lavaplatos-con-salida-a-sifon,1063,11,Accesorios,https://victtorino.cl/wp-content/uploads/2026/03/codo-lavaplatos-salida-sifon-victtorino-chile.webp,https://victtorino.cl/producto/codo-para-lavaplatos-con-salida-a-sifon/,True,3,stock_ok(11) | foto_ok | margen_estimado(35%_revisar) | precio_fuera_rango(1063) | cat_no_aspiracional(Accesorios)
030102001-K,Papel Higiénico Industrial 216 mt,papel-higienico-industrial-216-mt,954,74,Accesorios,https://victtorino.cl/wp-content/uploads/2026/03/papel-higienico-victtorino-chile-01.webp,https://victtorino.cl/producto/papel-higienico-industrial-216-mt/,True,3,stock_ok(74) | foto_ok | margen_estimado(35%_revisar) | precio_fuera_rango(954) | cat_no_aspiracional(Accesorios)
010501023-T,SHOWER DOOR 90X90X195 CUADRADO DISCRETO,shower-door-90x90x195-cuadrado-discreto,272320,0,Shower/Mamparas/Receptaculos,,https://victtorino.cl/producto/shower-door-90x90x195-cuadrado-discreto/,False,2,BLOQUEADO_STOCK_0 | cat_aspiracional(Shower/Mamparas/Receptaculos) | margen_estimado(47%_revisar) | precio_fuera_rango(272320) | stock_bajo(0) | sin_foto
010501021-T,SHOWER DOOR 80x80x195 CUADRADO TRANSPARENTE,shower-door-80x80x195-cuadrado-transparente-2,231945,0,Shower/Mamparas/Receptaculos,,https://victtorino.cl/producto/shower-door-80x80x195-cuadrado-transparente-2/,False,2,BLOQUEADO_STOCK_0 | cat_aspiracional(Shower/Mamparas/Receptaculos) | margen_estimado(47%_revisar) | precio_fuera_rango(231945) | stock_bajo(0) | sin_foto
010501022-T,SHOWER DOOR 80X80X195 CUADRADO TRANSPARENTE,shower-door-80x80x195-cuadrado-transparente,187690,3,Shower/Mamparas/Receptaculos,,https://victtorino.cl/producto/shower-door-80x80x195-cuadrado-transparente/,False,2,cat_aspiracional(Shower/Mamparas/Receptaculos) | margen_estimado(47%_revisar) | precio_fuera_rango(187690) | stock_bajo(3) | sin_foto
020802002-T,Columna Ducha Simple sin Griferia,columna-ducha-simple-sin-griferia,38220,1,Accesorios,,https://victtorino.cl/producto/columna-ducha-simple-sin-griferia/,False,2,precio_ok(38220) | margen_estimado(35%_revisar) | stock_bajo(1) | sin_foto | cat_no_aspiracional(Accesorios)
010702003-T,Papelero Pedal 12 L,papelero-pedal-12-l,19955,1,Accesorios,https://victtorino.cl/wp-content/uploads/2026/03/papelero-pedal-12-l-victtorino-chile.webp,https://victtorino.cl/producto/papelero-pedal-12-l/,False,2,foto_ok | margen_estimado(35%_revisar) | precio_fuera_rango(19955) | stock_bajo(1) | cat_no_aspiracional(Accesorios)
010801004-T,Kit Ducha Bidet Árabe,kit-ducha-bidet-arabe,19841,3,Accesorios,https://victtorino.cl/wp-content/uploads/2026/03/kit-ducha-bidet-arabe-victtorino-chile.webp,https://victtorino.cl/producto/kit-ducha-bidet-arabe/,False,2,foto_ok | margen_estimado(35%_revisar) | precio_fuera_rango(19841) | stock_bajo(3) | cat_no_aspiracional(Accesorios)
010704012-T,Set Accesorios Baño Colomba 6 Piezas,set-accesorios-bano-colomba-6-piezas,19542,4,Accesorios,https://victtorino.cl/wp-content/uploads/2026/03/set-accesorios-bano-colomba-6-piezas-victtorino-chile-1.webp,https://victtorino.cl/producto/set-accesorios-bano-colomba-6-piezas/,False,2,foto_ok | margen_estimado(35%_revisar) | precio_fuera_rango(19542) | stock_bajo(4) | cat_no_aspiracional(Accesorios)
010403001-T,Sifon Urinario 1 1/4 Metálico,sifon-urinario-1-1-4-metalico,19491,3,Accesorios,https://victtorino.cl/wp-content/uploads/2026/03/Sifon-Urinario-1-14-Metalico-1.webp,https://victtorino.cl/producto/sifon-urinario-1-1-4-metalico/,False,2,foto_ok | margen_estimado(35%_revisar) | precio_fuera_rango(19491) | stock_bajo(3) | cat_no_aspiracional(Accesorios)
010704011-T,Set Accesorios Baño Colomba 5 Piezas,set-accesorios-bano-colomba-5-piezas,18031,1,Accesorios,https://victtorino.cl/wp-content/uploads/2026/03/set-accesorios-bano-colomba-5-piezas-victtorino-chile-1.webp,https://victtorino.cl/producto/set-accesorios-bano-colomba-5-piezas/,False,2,foto_ok | margen_estimado(35%_revisar) | precio_fuera_rango(18031) | stock_bajo(1) | cat_no_aspiracional(Accesorios)
020203002-T,Sifón Lavaplatos 1 1/2 Botella Metálico,sifon-lavaplatos-1-1-2-botella-metalico,16990,0,Accesorios,https://victtorino.cl/wp-content/uploads/2026/03/Sifon-Lavaplatos-1-12-Botella-Metalico-1.webp,https://victtorino.cl/producto/sifon-lavaplatos-1-1-2-botella-metalico/,False,2,BLOQUEADO_STOCK_0 | foto_ok | margen_estimado(35%_revisar) | precio_fuera_rango(16990) | stock_bajo(0) | cat_no_aspiracional(Accesorios)
010104004-T,Plato Ducha Cuadrado Acero 25 cm Schwartz Negro,plato-ducha-cuadrado-acero-25-cm-schwartz-negro,16716,2,Accesorios,https://victtorino.cl/wp-content/uploads/2026/03/plato-ducha-cuadrado-acero-25-cm-schwartz-negro-victtorino-chile-3.webp,https://victtorino.cl/producto/plato-ducha-cuadrado-acero-25-cm-schwartz-negro/,False,2,foto_ok | margen_estimado(35%_revisar) | precio_fuera_rango(16716) | stock_bajo(2) | cat_no_aspiracional(Accesorios)
010104001-T,Plato Ducha Cuadrado Acero Inoxidable 25 Cm Sin Brazo,plato-ducha-cuadrado-acero-inoxidable-25-cm-sin-brazo,16322,10,Accesorios,,https://victtorino.cl/producto/plato-ducha-cuadrado-acero-inoxidable-25-cm-sin-brazo/,False,2,stock_ok(10) | margen_estimado(35%_revisar) | precio_fuera_rango(16322) | sin_foto | cat_no_aspiracional(Accesorios)
010102003-T,Barra Ducha Deslizable 65 cm,barra-ducha-deslizable-65-cm,15090,2,Accesorios,https://victtorino.cl/wp-content/uploads/2026/03/Barra-Ducha-Deslizable-65-cm-1.webp,https://victtorino.cl/producto/barra-ducha-deslizable-65-cm/,False,2,foto_ok | margen_estimado(35%_revisar) | precio_fuera_rango(15090) | stock_bajo(2) | cat_no_aspiracional(Accesorios)
010104003-T,Plato de Ducha Redondo 20 cm,plato-de-ducha-redondo-20-cm,15003,4,Accesorios,https://victtorino.cl/wp-content/uploads/2026/03/Plato-de-Ducha-Redondo-20-cm-1.webp,https://victtorino.cl/producto/plato-de-ducha-redondo-20-cm/,False,2,foto_ok | margen_estimado(35%_revisar) | precio_fuera_rango(15003) | stock_bajo(4) | cat_no_aspiracional(Accesorios)
010204001-T,Desagüe Click Clack Metal Con Rebalse 1 1/4 Para Lavamanos,desague-click-clack-metal-con-rebalse-1-1-4-para-lavamanos,14808,0,Accesorios,https://victtorino.cl/wp-content/uploads/2026/03/desague-lavatorio-1-1-4-click-clack-rebalse-victtorino-chile.webp,https://victtorino.cl/producto/desague-click-clack-metal-con-rebalse-1-1-4-para-lavamanos/,False,2,BLOQUEADO_STOCK_0 | foto_ok | margen_estimado(35%_revisar) | precio_fuera_rango(14808) | stock_bajo(0) | cat_no_aspiracional(Accesorios)
010102006-T,Barra de Seguridad Recta 60 cm,barra-de-seguridad-recta-60-cm,14767,2,Accesorios,https://victtorino.cl/wp-content/uploads/2026/03/Barra-de-Seguridad-Recta-60-cm-2.webp,https://victtorino.cl/producto/barra-de-seguridad-recta-60-cm/,False,2,foto_ok | margen_estimado(35%_revisar) | precio_fuera_rango(14767) | stock_bajo(2) | cat_no_aspiracional(Accesorios)
010701006-T,Dispensador de Jabón 500 ml,dispensador-de-jabon-500-ml,13536,2,Dispensador,https://victtorino.cl/wp-content/uploads/2026/03/Dispensador-de-Jabon-500-ml-1.webp,https://victtorino.cl/producto/dispensador-de-jabon-500-ml/,False,2,foto_ok | margen_estimado(35%_revisar) | precio_fuera_rango(13536) | stock_bajo(2) | cat_no_aspiracional(Dispensador)
010702006-T,Papelero Pedal 8 L,papelero-pedal-8-l,12958,0,Accesorios,https://victtorino.cl/wp-content/uploads/2026/03/papelero-pedal-8-l-victtorino-chile.webp,https://victtorino.cl/producto/papelero-pedal-8-l/,False,2,BLOQUEADO_STOCK_0 | foto_ok | margen_estimado(35%_revisar) | precio_fuera_rango(12958) | stock_bajo(0) | cat_no_aspiracional(Accesorios)
020103005-T,LAVACOPA NOTTE,lavacopa-notte,12076,2,Griferia,,https://victtorino.cl/producto/lavacopa-notte/,False,2,cat_aspiracional(Griferia) | margen_estimado(47%_revisar) | precio_fuera_rango(12076) | stock_bajo(2) | sin_foto
010301011-T,Válvula Descarga Dual Flush Estanque Tradicional,valvula-descarga-dual-flush-estanque-tradicional,11845,3,Accesorios,https://victtorino.cl/wp-content/uploads/2026/03/Valvula-Descarga-Dual-Flush-Estanque-Tradicional-1.webp,https://victtorino.cl/producto/valvula-descarga-dual-flush-estanque-tradicional/,False,2,foto_ok | margen_estimado(35%_revisar) | precio_fuera_rango(11845) | stock_bajo(3) | cat_no_aspiracional(Accesorios)
010704003-T,Jabonera Inoxidable,jabonera-inoxidable,11633,1,Accesorios,https://victtorino.cl/wp-content/uploads/2026/03/jabonera-inoxidable-victtorino-chile.webp,https://victtorino.cl/producto/jabonera-inoxidable/,False,2,foto_ok | margen_estimado(35%_revisar) | precio_fuera_rango(11633) | stock_bajo(1) | cat_no_aspiracional(Accesorios)
010102004-T,Barra de Apoyo 30 cm para Baño,barra-de-apoyo-30-cm-para-bano,11091,3,Accesorios,https://victtorino.cl/wp-content/uploads/2026/03/barra-de-apoyo-30-cm-para-bano-victtorino-chile-01.webp,https://victtorino.cl/producto/barra-de-apoyo-30-cm-para-bano/,False,2,foto_ok | margen_estimado(35%_revisar) | precio_fuera_rango(11091) | stock_bajo(3) | cat_no_aspiracional(Accesorios)
010704020-T,Toallero Baño-Barra de 61 cm Linea Schwarz,toallero-bano-barra-de-61-cm-linea-schwarz,10915,0,Accesorios,https://victtorino.cl/wp-content/uploads/2026/03/toallero-barra-61cm-linea-schwarz-victtorino-chile-01.webp,https://victtorino.cl/producto/toallero-bano-barra-de-61-cm-linea-schwarz/,False,2,BLOQUEADO_STOCK_0 | foto_ok | margen_estimado(35%_revisar) | precio_fuera_rango(10915) | stock_bajo(0) | cat_no_aspiracional(Accesorios)
010704007-T,Porta Rollo Inoxidable,porta-rollo-inoxidable,10464,1,Accesorios,https://victtorino.cl/wp-content/uploads/2026/03/porta-rollo-inoxidable-victtorino-chile.webp,https://victtorino.cl/producto/porta-rollo-inoxidable/,False,2,foto_ok | margen_estimado(35%_revisar) | precio_fuera_rango(10464) | stock_bajo(1) | cat_no_aspiracional(Accesorios)
010204002-T,Desagüe Click Clack Metal 1 1/4 Cromado Lavamanos,desague-click-clack-metal-1-1-4-cromado-lavamanos,10105,0,Accesorios,https://victtorino.cl/wp-content/uploads/2026/03/desague-click-clack-metal-1-1-4-cromado-sin-rebalse-victtorino-chile.webp,https://victtorino.cl/producto/desague-click-clack-metal-1-1-4-cromado-lavamanos/,False,2,BLOQUEADO_STOCK_0 | foto_ok | margen_estimado(35%_revisar) | precio_fuera_rango(10105) | stock_bajo(0) | cat_no_aspiracional(Accesorios)
010702002-T,Papelero Pedal 5 L,papelero-pedal-5-l,10046,2,Accesorios,https://victtorino.cl/wp-content/uploads/2026/03/papelero-pedal-5-l-victtorino-chile.webp,https://victtorino.cl/producto/papelero-pedal-5-l/,False,2,foto_ok | margen_estimado(35%_revisar) | precio_fuera_rango(10046) | stock_bajo(2) | cat_no_aspiracional(Accesorios)
010103004-T,Brazo Ducha Al Muro 40 cm Schwartz Negro,brazo-ducha-al-muro-40-cm-schwartz-negro,9615,2,Accesorios,https://victtorino.cl/wp-content/uploads/2026/03/brazo-ducha-mural-negro-40cm-victtorino-chile-1.webp,https://victtorino.cl/producto/brazo-ducha-al-muro-40-cm-schwartz-negro/,False,2,foto_ok | margen_estimado(35%_revisar) | precio_fuera_rango(9615) | stock_bajo(2) | cat_no_aspiracional(Accesorios)
010602002-T,Desague Tina 1 1/2 Metalico,desague-tina-1-1-2-metalico,8969,3,Accesorios,https://victtorino.cl/wp-content/uploads/2026/03/desague-tina-metalico-1-1-2-victtorino-chile.webp,https://victtorino.cl/producto/desague-tina-1-1-2-metalico/,False,2,foto_ok | margen_estimado(35%_revisar) | precio_fuera_rango(8969) | stock_bajo(3) | cat_no_aspiracional(Accesorios)
010704018-T,Jabonera Botella Linea Schwarz,jabonera-botella-linea-schwarz,8798,3,Accesorios,https://victtorino.cl/wp-content/uploads/2026/03/jabonera-botella-linea-schwarz-victtorino-chile.webp,https://victtorino.cl/producto/jabonera-botella-linea-schwarz/,False,2,foto_ok | margen_estimado(35%_revisar) | precio_fuera_rango(8798) | stock_bajo(3) | cat_no_aspiracional(Accesorios)
030102002-T,Flexible Gas HI HI 3/8 1/2 100 cm,flexible-gas-hi-hi-3-8-1-2-100-cm,8337,3,Accesorios,https://victtorino.cl/wp-content/uploads/2026/03/Flexible-Gas-HI-HI-38-12-100-cm-1.webp,https://victtorino.cl/producto/flexible-gas-hi-hi-3-8-1-2-100-cm/,False,2,foto_ok | margen_estimado(35%_revisar) | precio_fuera_rango(8337) | stock_bajo(3) | cat_no_aspiracional(Accesorios)
010205003-T,Sifón de Botella Metálico Lavaplatos 1 1/4,sifon-de-botella-metalico-lavaplatos-1-1-4,8160,2,Accesorios,https://victtorino.cl/wp-content/uploads/2026/03/Sifon-de-Botella-Metalico-Lavaplatos-1-14-1.webp,https://victtorino.cl/producto/sifon-de-botella-metalico-lavaplatos-1-1-4/,False,2,foto_ok | margen_estimado(35%_revisar) | precio_fuera_rango(8160) | stock_bajo(2) | cat_no_aspiracional(Accesorios)
010301006-T,Escobilla Limpia Wc Acero Inoxidable,escobilla-limpia-wc-acero-inoxidable,7575,8,Accesorios,,https://victtorino.cl/producto/escobilla-limpia-wc-acero-inoxidable/,False,2,stock_ok(8) | margen_estimado(35%_revisar) | precio_fuera_rango(7575) | sin_foto | cat_no_aspiracional(Accesorios)
010702001-T,Papelero Pedal 3 L,papelero-pedal-3-l,7406,0,Accesorios,https://victtorino.cl/wp-content/uploads/2026/03/papelero-pedal-3-l-victtorino-chile.webp,https://victtorino.cl/producto/papelero-pedal-3-l/,False,2,BLOQUEADO_STOCK_0 | foto_ok | margen_estimado(35%_revisar) | precio_fuera_rango(7406) | stock_bajo(0) | cat_no_aspiracional(Accesorios)
